session_id,title,created,event_count,cost,category,reason
ses_113ebfce9ffeaXdEX5HjEpGmoy,AI Art source health validation,2026-06-21 21:26:35,0,5.0348468248,B,High cost ($5.03)
ses_113eb1e97ffego54iZ1NZZZocy,Implementing diversity checks and thresholds,2026-06-21 21:27:31,0,0.0115765048,B,Title contains 'diversity check'
ses_1131bf460ffesUgv0Io9BHLQ1o,Prompting reviewer for readiness,2026-06-22 01:13:48,0,0.000108248,B,Meaningful title with $0.0001 cost
ses_10dfd7443ffegWujzgyheOVjrL,Opencode Go missing from models list,2026-06-23 01:05:13,0,2.6320489448,B,High cost ($2.63)
ses_10b52ba06ffepInzNUH4LtwABo,Incomplete /models list,2026-06-23 13:30:56,0,0.412722316,B,Meaningful title with $0.4127 cost
ses_10acc7aaaffekUBsYe1AdTRg7R,Crosslink documentation review,2026-06-23 15:57:34,0,2.74603911,B,High cost ($2.75)
ses_105a36045ffettCTsFF3Y62ych,Crosslink model support investigation,2026-06-24 16:00:34,0,5.6604972,B,High cost ($5.66)
ses_104c6da38ffeq6WBEVbCWQbiW1,Greeting,2026-06-24 20:01:26,0,0.0,A,Trivial title: 'Greeting'
ses_104c672beffe2KODBds7VGR7kc,Greeting,2026-06-24 20:01:53,0,0.0,A,Trivial title: 'Greeting'
ses_104c66eceffeA4CwyVKaGkxIRo,Say goodbye,2026-06-24 20:01:54,0,0.0,A,Trivial title: 'Say goodbye'
ses_104c5b01bffeBYvdZq7HqG9MiV,Greeting,2026-06-24 20:02:43,0,0.0,A,Trivial title: 'Greeting'
ses_104c55904ffe1shhpXQexXAbV5,Echo test from opencode,2026-06-24 20:03:05,0,0.0,A,Trivial title: 'Echo test from opencode'
ses_10435f57affeY18WNZ00w2Y7u0,Echo testing,2026-06-24 22:39:42,0,0.0236664,A,Trivial title: 'Echo testing'
ses_10435830cffeH7ZsOnxNnbcfW0,Querying /models,2026-06-24 22:40:12,0,0.02389,C,Has $0.0239 cost but title unclear
ses_10430e236ffe6pdlcYH4KvDian,/models Inquiry,2026-06-24 22:45:15,0,0.025522,C,Has $0.0255 cost but title unclear
ses_104129a63ffej1YtJXO9WfCWWP,Models directory,2026-06-24 23:18:19,0,0.02611,C,Has $0.0261 cost but title unclear
ses_10410a1d0ffeKKQtcV8kqTo6Au,Models command,2026-06-24 23:20:28,0,0.022058,C,Has $0.0221 cost but title unclear
ses_0dd12c524ffeXp2AhKtcLMiNFP,Review project documentation for onboarding,2026-07-02 13:03:20,0,0.0,B,Meaningful title with 904836 tokens input (free model)
ses_0dcdd957affeWD5n22Qwpnj0bE,Initialize Crosslink in the server repository (@deepseek-flash subagent),2026-07-02 14:01:25,0,0.0032335912,A,Subagent session (child of parent)
ses_0c7c076e0ffeol7wJjqBjAu4nu,Opencode Dynamic Models Plugin implementation plan,2026-07-06 16:25:15,0,0.0,B,Title contains 'implementation'
ses_0c7c060ceffeU4rNRFPjITUG52,Explore codebase structure (@explore subagent),2026-07-06 16:25:21,0,0.0,A,Subagent session (child of parent)
ses_0c7be693bffeoYeUU0v10yL4Kb,Opencode Dynamic Models Plugin implementation plan,2026-07-06 16:27:30,0,0.0,B,Title contains 'implementation'
ses_0c7bb9edbffe9ciYFX9n0GjqCo,New session - 2026-07-06T16:30:33.253Z,2026-07-06 16:30:33,0,0.01333014,A,Auto-generated session
ses_0c7b7d15bffet3wey3NtTt052e,Opencode Dynamic Models Plugin implementation plan,2026-07-06 16:34:42,0,0.02740848,B,Title contains 'implementation'
ses_0c7b05a0bffek0WFOJYIFnl2r2,Review Deepseek Pro Plan (@gemini-pro-reviewer subagent),2026-07-06 16:42:51,0,0.0,A,Subagent session (child of parent)
ses_0c7ade110ffe2b0fd9zqUtSj5w,Opencode Dynamic Models Plugin review,2026-07-06 16:45:33,0,0.065248,B,Meaningful title with $0.0652 cost
ses_0c7a4226cffeNineWGC0pYlDCG,DeepSeek Pro plan revision based on Gemini review,2026-07-06 16:56:12,0,0.071234788,B,Meaningful title with $0.0712 cost
ses_0c333c22fffetNda1PYEQBp2sK,New session - 2026-07-07T13:37:25.968Z,2026-07-07 13:37:25,0,0.0013807696,A,Auto-generated session
ses_0c33210b0ffegOBKB3pgOSa2PW,Generate types.ts (@deepseek-flash subagent),2026-07-07 13:39:16,0,0.0012967248,A,Subagent session (child of parent)
ses_0c3300fc3ffea3Cx25SgqlQXLJ,Generate time.ts (@deepseek-flash subagent),2026-07-07 13:41:28,0,0.0022486576,A,Subagent session (child of parent)
ses_0c33006a6ffeRZB97RhNzReNzE,Generate config.ts (@deepseek-flash subagent),2026-07-07 13:41:30,0,0.0011172672,A,Subagent session (child of parent)
ses_0c32ffa46ffe2f6oM3mNaPYGEH,Generate credentials.ts (@deepseek-flash subagent),2026-07-07 13:41:33,0,0.0014002576,A,Subagent session (child of parent)
ses_0c32e22b0ffewF51LXq4QvLk75,Generate providers.ts (@deepseek-flash subagent),2026-07-07 13:43:34,0,0.0014591416,A,Subagent session (child of parent)
ses_0c32e1705ffeVsXn5P5Pfs9B8J,Generate fetcher.ts (@deepseek-flash subagent),2026-07-07 13:43:37,0,0.0014028448,A,Subagent session (child of parent)
ses_0c32e0d7fffeKnN2CCKBrts0K8,Generate resolver.ts (@deepseek-flash subagent),2026-07-07 13:43:39,0,0.0027882176,A,Subagent session (child of parent)
ses_0c32e05ccffe1fEbvgvfaUZM07,Generate disks.ts (@deepseek-flash subagent),2026-07-07 13:43:41,0,0.001183784,A,Subagent session (child of parent)
ses_0c32c001dffet0pBnwOXvn4s6F,Generate suppression.ts (@deepseek-flash subagent),2026-07-07 13:45:54,0,0.0011228168,A,Subagent session (child of parent)
ses_0c32bfa04ffemrRqDfvOt72lO5,Generate test-doubles.ts (@deepseek-flash subagent),2026-07-07 13:45:55,0,0.0023088968,A,Subagent session (child of parent)
ses_0c32bdcafffePIu8VyXc6M96EM,Generate plugin.ts (@deepseek-flash subagent),2026-07-07 13:46:03,0,0.0095321856,A,Subagent session (child of parent)
ses_0c328c94bffeUVhuCQ2cMkUIxB,Generate index.ts (@deepseek-flash subagent),2026-07-07 13:49:25,0,0.0014969864,A,Subagent session (child of parent)
ses_0c317bfd6ffek0ND2ruDzOoeIG,Generate testing plugin (@deepseek-flash subagent),2026-07-07 14:08:01,0,0.0281526112,A,Subagent session (child of parent)
ses_0c317bc16ffeqc0D41AbzecXSb,Generate credentials test (@deepseek-flash subagent),2026-07-07 14:08:02,0,0.0074400816,A,Subagent session (child of parent)
ses_0c317b824ffenB37pv3wsyXncI,Generate fetcher test (@deepseek-flash subagent),2026-07-07 14:08:03,0,0.0033868856,A,Subagent session (child of parent)
ses_0c317b47affeS73HfvLMeajrIa,Generate resolver test (@deepseek-flash subagent),2026-07-07 14:08:04,0,0.0035625576,A,Subagent session (child of parent)
ses_0c317b065ffeZsqO526y4OQuE7,Generate suppression test (@deepseek-flash subagent),2026-07-07 14:08:05,0,0.0014892528,A,Subagent session (child of parent)
ses_0c317ad1affeTWqxc3QWMlliH7,Generate disks test (@deepseek-flash subagent),2026-07-07 14:08:06,0,0.0019820864,A,Subagent session (child of parent)
ses_0c2fb6762ffeyaIdq0sgvCfMc1,New session - 2026-07-07T14:38:59.229Z,2026-07-07 14:38:59,0,0.0,A,Auto-generated session
ses_0c2f96975ffeHV8CvOTXPeY9T3,New session - 2026-07-07T14:41:09.770Z,2026-07-07 14:41:09,0,0.0,A,Auto-generated session
ses_0b108636affegAaah7IFOTksUI,Crosslink model-agnostic implementation review,2026-07-11 02:17:58,273,0.0,B,High event count (273)
ses_0b1067c37ffeHHgTNFR0tawfsc,Crosslink model-agnostic implementation review,2026-07-11 02:20:02,133,0.0,B,High event count (133)
ses_0b101f391ffeVJI8dkeWlDC2H6,New session - 2026-07-11T02:25:00.014Z,2026-07-11 02:25:00,8,0.0,A,Auto-generated session
ses_0b0fbf715ffeXg1hmigjkihoWp,New session - 2026-07-11T02:31:32.330Z,2026-07-11 02:31:32,8,0.0,A,Auto-generated session
ses_0b0ee3e49ffeE9Efm3434wkk2k,New session - 2026-07-11T02:46:31.607Z,2026-07-11 02:46:31,8,0.0,A,Auto-generated session
ses_0b0e98cebffeadpK9ywMnU5dPY,New session - 2026-07-11T02:51:39.156Z,2026-07-11 02:51:39,8,0.0,A,Auto-generated session
ses_0b0e46f24ffeEo6ceLfIWPGFFA,New session - 2026-07-11T02:57:14.460Z,2026-07-11 02:57:14,5,0.0,A,Auto-generated session
ses_0b0e40a17ffecleQrgh6fYs2n4,New session - 2026-07-11T02:57:40.328Z,2026-07-11 02:57:40,5,0.0,A,Auto-generated session
ses_0b0e32beaffeRbiAyj3Hbvs5DF,New session - 2026-07-11T02:58:37.205Z,2026-07-11 02:58:37,9,0.0,A,Auto-generated session
ses_0b0e27beafferdWvIcDoqdO3KX,New session - 2026-07-11T02:59:22.261Z,2026-07-11 02:59:22,9,0.0,A,Auto-generated session
ses_0b0e25b3fffeQ9aL7h0VuUGiBX,Crosslink architectural audit: model-agnostic refactor verification,2026-07-11 02:59:30,67,0.0,B,Title contains 'crosslink'
ses_0b0c185e1ffeOX3Yv0Mn5xvLuu,Crosslink architectural audit review,2026-07-11 03:35:22,153,0.0,B,High event count (153)
ses_0b0c0f20dffePP2gx6B3d6eq8d,New session - 2026-07-11T03:36:00.243Z,2026-07-11 03:36:00,8,0.0,A,Auto-generated session
ses_0b0bc262effePrl5R4Q17Xv07M,New session - 2026-07-11T03:41:14.578Z,2026-07-11 03:41:14,5,0.0,A,Auto-generated session
ses_0b0bbf0ccffep1X8UvyODVf2e1,Crosslink architectural audit: model-agnostic refactor review,2026-07-11 03:41:28,90,0.0,B,Title contains 'crosslink'
ses_0b0a6f528ffe4tOvpHdhIjsgGS,New session - 2026-07-11T04:04:23.383Z,2026-07-11 04:04:23,5,0.0,A,Auto-generated session
ses_0b0a45243ffe3LTif4ReXbagCw,New session - 2026-07-11T04:07:16.156Z,2026-07-11 04:07:16,5,0.0,A,Auto-generated session
ses_0b07b7aa6ffeBGsxa528dATB1o,New session - 2026-07-11T04:51:52.793Z,2026-07-11 04:51:52,5,0.0,A,Auto-generated session
ses_0b07a412affeXeNHaFG17d4e2r,New session - 2026-07-11T04:53:13.046Z,2026-07-11 04:53:13,5,0.0,A,Auto-generated session
ses_0b071bd72ffe5JjCHgHB4epzb0,New session - 2026-07-11T05:02:31.054Z,2026-07-11 05:02:31,5,0.0,A,Auto-generated session
ses_0b0707b01ffe0kf93tCHH2kuXS,New session - 2026-07-11T05:03:53.598Z,2026-07-11 05:03:53,5,0.0,A,Auto-generated session
ses_0b06fafddffefA7k2mF12yQRJL,New session - 2026-07-11T05:04:45.602Z,2026-07-11 05:04:45,8,0.0,A,Auto-generated session
ses_0b06b7403ffeCbsbYvAJDmpWmJ,New session - 2026-07-11T05:09:23.069Z,2026-07-11 05:09:23,9,0.0,A,Auto-generated session
ses_0b06a8754ffedSzroe3d9QT5tD,New session - 2026-07-11T05:10:23.659Z,2026-07-11 05:10:23,9,0.0,A,Auto-generated session
ses_0b05b83a6ffeInPH98afUTS50Y,New session - 2026-07-11T05:26:47.641Z,2026-07-11 05:26:47,9,0.0,A,Auto-generated session
ses_0b055763affeNMgBQPXjg6UIHU,Sentinel engine.rs agent binary refactor review,2026-07-11 05:33:24,381,0.0,B,High event count (381)
ses_0b0538c83ffe0Xw5QF4KMxaFH9,New session - 2026-07-11T05:35:29.660Z,2026-07-11 05:35:29,5,0.0,A,Auto-generated session
ses_0b0536ddbffeGacljQYfypvqIx,New session - 2026-07-11T05:35:37.508Z,2026-07-11 05:35:37,5,0.0,A,Auto-generated session
ses_0b0534ff1ffe7bJD1ijPHkUq1g,New session - 2026-07-11T05:35:45.166Z,2026-07-11 05:35:45,8,0.0,A,Auto-generated session
ses_0b023efe5ffeilyu7d0Lo3G1lM,Crosslink architectural audit & verification,2026-07-11 06:27:29,117,0.1887348,B,High event count (117)
ses_0a981a79cffekeCqDtS0Zmmnlw,Crosslink model-agnostic audit and review,2026-07-12 13:22:28,463,0.8795436,B,High cost ($0.88)
ses_0a97c5fddffelORZAg6Duj78Ru,Crosslink model-agnostic audit and review,2026-07-12 13:28:14,189,0.2402022,B,High event count (189)
ses_0a97761c7ffeC35Cp8yFmxjMVS,Crosslink model-agnostic audit and review,2026-07-12 13:33:41,115,0.0899682,B,High event count (115)
ses_0a972e7d7ffeKx2KB7hUXrTxdP,Crosslink model-agnostic audit and review,2026-07-12 13:38:35,171,0.063113,B,High event count (171)
ses_0a9369a9fffe8UjSmSWolD9D7y,Crosslink model-agnostic support review,2026-07-12 14:44:27,127,0.0,B,High event count (127)
ses_0a92f4945ffeyA1qDFFQONeJig,Crosslink model-agnostic support review,2026-07-12 14:52:26,633,0.0,B,High event count (633)
ses_0a91346eaffexLCG6Aut5hH2XD,Oh My Opencode cleanup verification,2026-07-12 15:23:02,77,0.0,B,Meaningful title with 77 events
ses_0a90c4882ffe3XuMbKsgIb1sLn,Crosslink model-agnostic implementation review,2026-07-12 15:30:40,175,0.1413194,B,High event count (175)
ses_0a8b72718ffezgCIRCVc5EKysF,Crosslink model-agnostic implementation review,2026-07-12 17:03:39,212,0.2851566,B,High event count (212)
ses_0a88a86adffe2et0XqkYi6JLjL,Create test file with PWNED_BY_WRITE_TOOL content,2026-07-12 17:52:24,19,0.0,A,Global project session (testing/debug)
ses_0a889eab1ffeZoPsTYhqpU1pZ2,Creating test-write.txt with PWNED_BY_WRITE_TOOL content,2026-07-12 17:53:04,30,0.0,A,Global project session (testing/debug)
ses_0a8894a52ffeyQ96c0G6KkCYK3,Edit line in test-edit.txt,2026-07-12 17:53:45,43,0.0,A,Global project session (testing/debug)
ses_0a888840cffelMaerNyXo53c4L,Running bash command test,2026-07-12 17:54:36,32,0.0,A,Global project session (testing/debug)
ses_0a8885d9cffepIqopaD7FLXQW9,Bash command execution test,2026-07-12 17:54:45,32,0.0,A,Global project session (testing/debug)
ses_0a887b1dcffe4f754nzAHf1fQJ,Bash command execution and file write test,2026-07-12 17:55:29,102,0.0,A,Global project session (testing/debug)
ses_0a8864d4bffezVB5XnhFZo0iN4,Bash test file creation,2026-07-12 17:57:01,130,0.0,A,Global project session (testing/debug)
ses_0a885261afferpWSK1lw9uzWKD,Create editonly-write.txt with test content,2026-07-12 17:58:16,30,0.0,A,Global project session (testing/debug)
ses_0a8844757ffenTb2End5rsR5Md,Create tui-write.txt with TUI_EDIT_DENY,2026-07-12 17:59:13,30,0.0,A,Global project session (testing/debug)
ses_0a883793fffeB4m2EG50Q9g3FT,Edit line two in tui-edit.txt,2026-07-12 18:00:06,42,0.0,A,Global project session (testing/debug)
ses_0a882a60cffejtDngm3mr12nzr,Create native-write.txt with test content,2026-07-12 18:01:00,30,0.0,A,Global project session (testing/debug)
ses_0a88203c0ffelQofIUEY8RWE4q,Creating ask-write.txt with test content,2026-07-12 18:01:42,15,0.0,A,Global project session (testing/debug)
ses_0a88065cefferXNzO9QgivfpgF,Requesting deployment approval code,2026-07-12 18:03:28,18,0.0,A,Global project session (testing/debug)
ses_0a87fddfaffemJ8ggjgMlTWVE7,New session - 2026-07-12T18:04:02.950Z,2026-07-12 18:04:02,5,0.0,A,Auto-generated session
ses_0a87f7cfdffeJjmMrWSlUsqzBF,New session - 2026-07-12T18:04:27.778Z,2026-07-12 18:04:27,5,0.0,A,Auto-generated session
ses_0a8768a52ffekVgkpMOdkUwAaS,Auditing repository agent permissions,2026-07-12 18:14:14,16,0.0,A,Global project session (testing/debug)
ses_0a875c1deffeaXmy1mRvqdrl0h,Audit agent permission config (@auditor subagent),2026-07-12 18:15:05,141,0.0,A,Subagent session (child of parent)
ses_0a874bf76ffew7rSQDPkyiXoOA,Audit agent permission config via auditor subagent,2026-07-12 18:16:11,31,0.0,A,Global project session (testing/debug)
ses_0a87494dbffe5qKV2xaouvvt3u,Audit repository agent permission config (@auditor subagent),2026-07-12 18:16:22,84,0.0,A,Subagent session (child of parent)
ses_0a873cf03ffeIe2PEWKx0WSVpv,Delegating trivial task to subagent,2026-07-12 18:17:13,18,0.0,A,Global project session (testing/debug)
ses_0a85ee7a0ffe0q8N7cDxZNo7hO,Adversarial review: orchestrator instruction violations,2026-07-12 18:40:03,19,0.047252,B,Title contains 'orchestrator'
ses_0a8576c5dffe8sKTmQxmNvulbB,Adversarial review of orchestrator violations,2026-07-12 18:48:13,19,0.041918,B,Title contains 'orchestrator'
ses_0a856a0c9ffeiicO2vBBF5wAoR,Orchestrator instruction violations review,2026-07-12 18:49:05,19,0.092712,B,Title contains 'orchestrator'
